1,b
2,d
3,e
6,d
7,b
8,d
9,b
10,a
11,e
12,d
14,b
16,d
17,e
18,d
23,e
25,d
27,e
28,d
31,b
32,f
34,d
36,a
41,d
43,e
44,d
45,e
46,d
47,e
50,d
53,e
55,a
56,e
58,a
59,d
60,e
61,b
64,d
66,e
70,d
74,e
76,d
78,a
80,d
82,e
83,d
84,e
88,d
89,e
91,d
93,e
94,d
96,e
100,a
101,d
103,e
104,b
106,e
109,d
113,b
114,d
117,e
118,g
120,e
123,d
126,e
128,b
129,d
